ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID970132001,4 Besant St,3,h,1070000.0,19/11/2016,1.0,3.0,583.0,49.0,-37.9428,145.0296
ID921334071,3/8 Green St,3,t,855000.0,10/12/2016,2.0,2.0,0.0,39.0,-37.765,145.0422
ID636409771,198 Gipps St,2,h,1242000.0,29/04/2017,1.0,1.0,249.0,79.0,-37.8052,144.9963
ID916923753,1/14 Edgar St,3,h,850000.0,24/09/2016,2.0,2.0,285.0,9.0,-37.7491,145.0702
ID443583807,1/183 Kooyong Rd,2,u,857000.0,22/08/2016,0.0,0.0,0.0,56.0,-37.8458,145.0221
ID918098322,5/15 Dickens St,2,u,686000.0,16/04/2016,1.0,1.0,1622.0,49.0,-37.8716,144.9869
ID396969145,294 Moray St,2,h,1355000.0,3/12/2016,1.0,0.0,101.0,107.0,-37.8359,144.9644
ID132367025,315 Elizabeth Dr,3,h,500000.0,22/07/2017,1.0,3.0,678.0,44.0,-37.56935,144.7241
ID885606973,106 Malpas St,3,h,880000.0,16/09/2017,1.0,0.0,480.0,129.0,-37.73346,145.01506
ID984877714,33 Bunbury St,1,h,1700000.0,20/05/2017,1.0,0.0,622.0,2.0,-37.8497,144.8903
ID314482483,50 Lucas St,5,h,2550000.0,12/11/2016,3.0,2.0,915.0,59.0,-37.9231,145.0104
ID321795920,1/8 Estella St,4,t,1350000.0,16/07/2016,2.0,2.0,342.0,59.0,-37.8622,145.0634
ID256508930,35 Douglas St,3,h,1365000.0,10/09/2016,1.0,1.0,792.0,69.0,-37.864000000000004,145.0972
ID818004193,111 Rutherford Rd,4,h,1085000.0,22/08/2016,3.0,2.0,599.0,59.0,-37.7397,145.0934
ID783783659,13 Shaftsbury St,4,h,1742000.0,15/10/2016,2.0,4.0,482.0,13.0,-37.7529,144.9534
ID753586888,306/350 Victoria St,2,u,630000.0,24/09/2016,1.0,1.0,0.0,17.0,-37.8055,144.9547
ID244418969,33 Rainsford Tce,3,h,445000.0,20/05/2017,1.0,2.0,534.0,6.0,-37.6741,144.9698
ID595800940,2/509 St Kilda St,3,h,878500.0,12/11/2016,2.0,1.0,75.0,17.0,-37.8843,144.9917
ID363159672,3 Clive Ct,4,h,950000.0,10/12/2016,3.0,3.0,761.0,49.0,-37.7524,144.8714
ID153947853,42 Sadie St,3,h,822000.0,4/03/2017,1.0,4.0,700.0,69.0,-37.6988,144.9438
ID454463915,18 Inglis St,3,h,1225000.0,27/11/2016,1.0,1.0,311.0,99.0,-37.8546,144.8762
ID869122174,85 Nepean Hwy,3,h,1300000.0,16/09/2017,2.0,2.0,673.0,69.0,-38.02094,145.09736999999996
ID188605402,251 Albion St,4,h,1650000.0,29/04/2017,2.0,4.0,670.0,59.0,-37.7602,144.9591
ID592907977,10/26 Redfern Rd,3,t,1110000.0,8/10/2016,2.0,2.0,94.0,14.0,-37.8302,145.0525
ID554282305,11 Beevers St,3,h,708000.0,15/10/2016,1.0,2.0,585.0,59.0,-37.8258,144.8523
ID307649786,24 Butler St,2,h,937000.0,3/09/2016,1.0,1.0,125.0,69.0,-37.8106,144.994
ID796784151,37 Alamein Rd,3,h,392000.0,28/05/2016,1.0,2.0,372.0,59.0,-37.7383,145.0414
ID412597221,909/118 Kavanagh St,2,u,430000.0,12/11/2016,2.0,0.0,2295.0,5.0,-37.8256,144.9622
ID214787720,10 Jack Rd,4,h,1200000.0,12/08/2017,2.0,4.0,679.0,59.0,-37.96098,145.04275
ID357947920,10 Malcolm Rd,4,h,820000.0,17/06/2017,2.0,2.0,841.0,3.0,-37.76917,145.29265
ID737282322,14 Derham St,4,h,1300000.0,27/05/2017,2.0,2.0,730.0,26.0,-37.8257,144.87552
ID477258583,2/3 Coane St,3,u,973000.0,15/10/2016,2.0,2.0,379.0,17.0,-37.8981,145.0367
ID730202848,1/7 Dalston Rd,3,u,1203500.0,27/05/2017,2.0,2.0,311.0,19.0,-37.89829,145.08141
ID885779884,22 Dyson St,3,h,510000.0,12/08/2017,2.0,2.0,292.0,69.0,-37.71331,144.9871
ID789716367,5 Valdemar Ct,3,h,1743000.0,13/05/2017,1.0,2.0,590.0,94.0,-37.9287,145.0273
ID962602839,5/171 Hotham St,2,u,490000.0,29/04/2017,1.0,0.0,601.0,59.0,-37.8757,144.998
ID917603126,9 Marama St,4,h,1009000.0,12/11/2016,1.0,2.0,590.0,69.0,-37.7197,144.9585
ID400903632,8 Elliminya Ct,5,h,976000.0,29/07/2017,3.0,2.0,537.0,9.0,-37.93759,145.10028
ID205845421,13 Surman Ct,3,h,480000.0,6/08/2016,1.0,2.0,546.0,41.0,-37.7555,144.8295
ID312023907,2/28 Broadmeadows Rd,2,u,470000.0,15/07/2017,1.0,1.0,161.0,59.0,-37.705859999999994,144.87947
ID409321193,1 Meagher St,3,h,741000.0,12/11/2016,1.0,1.0,671.0,59.0,-37.7072,145.0855
ID874055115,8/1277 Toorak Rd,2,u,530000.0,17/09/2016,1.0,1.0,0.0,59.0,-37.8491,145.086
ID297970733,151 Perry St,4,h,1280000.0,19/08/2017,2.0,2.0,485.0,99.0,-37.77044,145.02465
ID412954294,4 Milverton St,4,h,1833000.0,16/04/2016,1.0,1.0,583.0,129.0,-37.7682,144.9151
ID142565861,20 Northcliffe Rd,3,h,1100000.0,26/08/2017,2.0,4.0,737.0,79.0,-38.04214,145.11372
ID330548269,11 Page St,3,h,1370000.0,13/08/2016,2.0,1.0,176.0,129.0,-37.7921,144.9898
ID947172763,7A Brunel St,3,t,815000.0,13/05/2017,2.0,2.0,148.0,69.0,-37.8287,144.8705
ID684803467,30 Don Av,3,h,536500.0,15/07/2017,2.0,4.0,578.0,47.0,-37.873259999999995,144.69103
ID747520430,46A Collins St,3,t,460000.0,17/06/2017,1.0,1.0,160.0,19.0,-37.73915,144.80289
ID846187900,61/120 Sturt St,2,u,642500.0,17/06/2017,1.0,1.0,8888.0,25.0,-37.82481,144.96669
ID920098456,8 Mistletoe Cl,4,h,1010000.0,27/05/2017,2.0,2.0,620.0,25.0,-37.88308,145.24953
ID944564885,2/65 Westbank Tce,1,u,500000.0,3/09/2016,1.0,1.0,0.0,18.0,-37.8226,145.013
ID368912530,5 Alice St,3,h,1100000.0,23/09/2017,2.0,2.0,603.0,15.0,-37.97462,145.07906
ID902982950,1 Nunan St,4,h,856000.0,3/12/2016,2.0,2.0,136.0,22.0,-37.7601,144.9805
ID358900536,23 Glengala Rd,3,h,547500.0,18/06/2016,1.0,2.0,603.0,69.0,-37.7891,144.82299999999995
ID658037161,54 Pentland Pde,6,h,2450000.0,29/07/2017,3.0,2.0,1087.0,99.0,-37.81038,144.89389
ID290809438,75 Ballard St,4,h,970000.0,27/06/2016,1.0,2.0,664.0,59.0,-37.8172,144.8676
ID620248771,2/12 Hodgson Gr,3,u,790000.0,27/11/2016,1.0,2.0,406.0,23.0,-37.9286,145.0737
ID659652530,5 Flourish Wy,4,h,463000.0,22/07/2017,2.0,2.0,358.0,7.0,-37.91807,144.63816
ID739572648,3 Capella St,2,h,1389000.0,22/05/2016,1.0,4.0,701.0,79.0,-37.7867,145.0718
ID121018873,143 Patterson Rd,7,h,1005000.0,4/06/2016,3.0,4.0,607.0,69.0,-37.9269,145.047
ID381970157,41 Highview Dr,3,h,1310000.0,13/08/2016,1.0,2.0,1157.0,59.0,-37.7934,145.1336
ID523891089,17 Winter Ct,5,h,725000.0,27/05/2017,2.0,2.0,574.0,49.0,-37.66936,145.05413000000001
ID447909219,5 Almora Cl,3,h,545000.0,24/06/2017,2.0,2.0,571.0,59.0,-38.14444,145.16788
ID540938691,4/957 Punt Rd,2,u,659000.0,7/11/2016,1.0,1.0,0.0,79.0,-37.8314,144.9877
ID328684519,32 Wellington Rd,3,h,1950000.0,15/07/2017,1.0,2.0,734.0,19.0,-37.91583,145.13363
ID385570354,50 Hotham Rd,3,h,1015000.0,22/08/2016,1.0,1.0,643.0,69.0,-37.736,144.8839
ID296915556,2 Herod Pl,3,h,640000.0,9/09/2017,2.0,2.0,607.0,64.0,-37.673790000000004,144.89826000000005
ID420046454,1/75 Lillimur Rd,2,u,475000.0,19/11/2016,1.0,1.0,0.0,8.0,-37.8986,145.042
ID822341553,76 Saltley St,3,h,790000.0,3/06/2017,2.0,2.0,334.0,16.0,-37.83137,144.86731
ID920152386,35 Lowe Av,4,h,935000.0,15/07/2017,2.0,2.0,629.0,34.0,-37.86027,144.82073
ID608585970,6/28 Manningtree Rd,3,u,1975000.0,18/06/2016,2.0,1.0,0.0,9.0,-37.8235,145.029
ID287253523,34 Cobden St,2,h,1275000.0,19/11/2016,1.0,0.0,381.0,3.0,-37.8033,145.036
ID254932669,18 Crimea St,5,h,5046000.0,10/12/2016,3.0,3.0,1294.0,135.0,-37.8589,144.9883
ID777699312,31 Rubens Gr,5,h,2900000.0,7/05/2016,2.0,2.0,795.0,109.0,-37.8181,145.0668
ID629344716,16 chesterfield Ct,4,h,951000.0,26/08/2017,2.0,2.0,704.0,38.0,-37.85639000000001,145.23536000000001
ID582944993,127 Princes St,3,h,820000.0,9/09/2017,1.0,0.0,185.0,119.0,-37.78449000000001,144.93482
ID569348936,2/47 Parker St,2,t,678000.0,15/10/2016,1.0,1.0,340.0,39.0,-37.7564,145.1195
ID953430712,6 Fitzgerald Rd,5,h,1607500.0,20/05/2017,3.0,1.0,695.0,119.0,-37.7577,144.9267
ID991205949,16 Tribe St,3,h,2000000.0,15/10/2016,2.0,1.0,161.0,129.0,-37.8383,144.9499
ID303507724,59 Hedderwick St,5,h,2800000.0,8/10/2016,4.0,6.0,877.0,14.0,-37.7491,144.9002
ID611347166,3/5 Evans St,3,u,880000.0,10/12/2016,2.0,1.0,122.0,19.0,-37.7697,144.9649
ID173653815,16A Madden St,3,h,798000.0,12/08/2017,2.0,2.0,159.0,9.0,-37.78974,144.88143
ID115611406,1 The Esplanade,5,h,1350000.0,28/05/2016,3.0,5.0,670.0,94.0,-37.7676,144.9009
ID912621282,182 Buckingham St,3,t,1255000.0,17/06/2017,2.0,1.0,124.0,11.0,-37.8147,145.00852
ID785448005,14 The Avenue,3,h,540000.0,9/09/2017,2.0,2.0,362.0,14.0,-37.6366,145.07226
ID635498880,10 Talbot St,4,h,2800000.0,27/06/2016,3.0,2.0,1093.0,69.0,-37.9345,145.0
ID917445256,4/76 Studley Park Rd,3,u,882000.0,4/06/2016,2.0,2.0,0.0,69.0,-37.8064,145.0182
ID954018478,15 Hall St,4,h,1350000.0,15/07/2017,2.0,1.0,372.0,99.0,-37.76166,144.95065
ID306024149,3 Temple St,3,h,1080000.0,23/09/2017,1.0,2.0,218.0,69.0,-37.76563,144.94111
ID632786478,45 Kerferd St,4,h,1000000.0,17/09/2016,2.0,1.0,381.0,81.0,-37.7337,144.9548
ID983210420,33 Green St,3,h,720000.0,8/04/2017,2.0,2.0,305.0,11.0,-37.7284,144.8874
ID416368578,41 Kensington Rd,3,h,902500.0,22/04/2017,1.0,1.0,0.0,16.0,-37.7954,144.9259
ID607467764,5 Taylor St,4,h,1860000.0,27/11/2016,2.0,3.0,696.0,19.0,-37.8711,145.0746
ID193391350,1 Maitland St,3,h,2825000.0,17/09/2016,2.0,4.0,885.0,109.0,-37.8577,145.0421
ID850279946,27 Hammond Dr,3,h,490000.0,8/07/2017,1.0,1.0,597.0,7.0,-37.641659999999995,145.02885
ID458409817,4 Sapphire St,4,h,1372000.0,1/07/2017,1.0,2.0,866.0,49.0,-37.838159999999995,145.17783
ID442683406,2/42 Sapphire St,3,u,815000.0,30/07/2016,2.0,2.0,203.0,69.0,-37.7465,144.8867
ID339871675,1/24 Daniel St,3,t,975000.0,8/04/2017,2.0,2.0,267.0,7.0,-37.8463,145.1071
ID698812154,45 Chesterville Dr,4,h,900000.0,26/07/2016,1.0,2.0,741.0,69.0,-37.9229,145.0673
ID726895928,17 Empress Rd,3,h,2180000.0,27/11/2016,1.0,2.0,441.0,109.0,-37.8204,145.0887
ID965013470,4/170 Church St,3,u,1296000.0,12/08/2017,1.0,2.0,0.0,57.0,-37.91733,144.99747
ID222773131,39 Blandford St,3,h,991000.0,19/11/2016,1.0,4.0,495.0,14.0,-37.7958,144.8774
ID924390202,5 Birdwood St,3,h,1120000.0,18/03/2017,1.0,2.0,744.0,54.0,-37.7285,144.9961
ID615301691,5 Democrat Dr,3,h,700000.0,23/09/2017,2.0,3.0,795.0,39.0,-37.85229,145.30281000000005
ID285994530,8 Susan Ct,4,h,1408000.0,23/09/2017,2.0,2.0,692.0,49.0,-37.86445,145.12538
ID316826740,75 Normanby Rd,4,h,1925000.0,12/08/2017,2.0,2.0,494.0,119.0,-37.87206,145.03512
ID951074185,2/7 Bradley Dr,2,h,428000.0,24/06/2017,1.0,1.0,389.0,14.0,-37.65623,145.07431
ID850045505,5/367 Lower Plenty Rd,3,u,440000.0,16/07/2016,1.0,1.0,416.0,44.0,-37.7321,145.0828
ID446668627,75 Graham St,2,h,1110000.0,6/08/2016,1.0,0.0,147.0,119.0,-37.8444,144.9484
ID616052570,271 Scoresby Rd,5,h,2020000.0,3/06/2017,3.0,0.0,2735.0,44.0,-37.86625,145.26317
ID453853590,27 Cameron Dr,3,h,535000.0,17/06/2017,1.0,2.0,603.0,49.0,-37.8688,144.68768
ID488996258,8/294 Nicholson St,1,u,215000.0,22/05/2016,1.0,1.0,0.0,99.0,-37.8087,144.8978
ID895209611,11/139 Napier St,2,u,410000.0,24/06/2017,1.0,1.0,0.0,54.0,-37.75122,144.91805
ID775425369,21/62 Wattletree Rd,2,u,821000.0,12/08/2017,2.0,1.0,3093.0,13.0,-37.86165,145.02148
ID588475424,9 Montgomery St,4,h,2820000.0,27/11/2016,4.0,4.0,509.0,59.0,-37.9172,145.0214
ID617374017,29 Moonee Bvd,3,h,570000.0,24/09/2016,2.0,2.0,585.0,44.0,-37.6977,144.9071
ID731352791,80 Gowrie St,3,h,780000.0,17/06/2017,1.0,2.0,697.0,59.0,-37.69795,144.94285
ID275171027,1/15 Chenies St,3,u,450000.0,22/05/2016,1.0,2.0,179.0,17.0,-37.7108,145.0289
ID728370494,4 Albany Pl,4,h,1303000.0,4/03/2017,2.0,2.0,670.0,39.0,-37.7695,145.0869
ID847606439,4 Daley St,3,h,1370000.0,16/07/2016,1.0,2.0,624.0,69.0,-37.9256,145.0374
ID678087293,7/80 Hopetoun Av,2,u,400000.0,29/07/2017,2.0,1.0,0.0,79.0,-37.75201,144.9336
ID377217922,28 Through Rd,3,h,750000.0,24/06/2017,1.0,1.0,446.0,64.0,-37.7987,145.23032
ID292166233,1411 Dandenong Rd,4,h,1290000.0,13/05/2017,2.0,2.0,395.0,109.0,-37.8914,145.0842
ID695331891,6 Audrey Cr,5,h,3000000.0,9/09/2017,3.0,2.0,775.0,84.0,-37.85855,145.07775
ID173224617,66 McNamara St,4,h,1148000.0,12/08/2017,1.0,2.0,552.0,79.0,-37.728790000000004,144.98538
ID427524591,279 Mansfield St,2,h,900000.0,22/08/2016,1.0,1.0,497.0,59.0,-37.7585,145.0226
ID901971046,2/11 French St,3,u,542000.0,1/07/2017,2.0,2.0,213.0,49.0,-37.677479999999996,145.01791
ID892578775,1/30 Boyd St,4,u,617000.0,29/07/2017,3.0,2.0,279.0,11.0,-37.96769000000001,145.21732
ID628605913,4/3 MacKenzie St,2,u,425000.0,1/07/2017,1.0,1.0,0.0,6.0,-37.97143,145.05219
ID890318510,503/99 Nott St,1,u,456000.0,19/11/2016,1.0,1.0,0.0,12.0,-37.8405,144.9385
ID791844681,6 Irene Pl,3,h,1530000.0,18/03/2017,1.0,0.0,231.0,49.0,-37.8498,145.0039
ID722953754,3/28 Avoca Av,2,u,930000.0,29/07/2017,1.0,1.0,837.0,89.0,-37.87307,144.98635
ID912488629,3 Seaton Rd,4,h,1430000.0,24/06/2017,2.0,1.0,590.0,19.0,-37.94549,145.03332
ID242008650,89A New St,3,t,730000.0,29/07/2017,2.0,2.0,340.0,19.0,-37.831720000000004,144.86683
ID706170762,2/872 Drummond St,2,t,765000.0,8/10/2016,1.0,1.0,1031.0,49.0,-37.784,144.9715
ID216617309,3 Lyall Dr,3,h,490000.0,3/06/2017,2.0,4.0,1022.0,14.0,-37.90811,144.64373
ID999518055,9 Arthur St,3,h,1355000.0,29/04/2017,1.0,1.0,814.0,54.0,-37.7909,145.1309
ID661690454,91 Princess St,4,h,2800000.0,23/04/2016,1.0,0.0,919.0,27.0,-37.8012,145.0297
ID875333620,86 Cramer St,3,h,1150000.0,27/11/2016,1.0,4.0,728.0,99.0,-37.7392,144.9937
ID142484632,14 Jenkins St,3,h,1400000.0,28/08/2016,1.0,2.0,582.0,87.0,-37.7651,145.0062
ID567174363,15 Genoa St,3,h,937000.0,10/09/2016,2.0,1.0,534.0,59.0,-37.9426,145.0568
ID827963429,4/20 William St,2,u,435000.0,19/11/2016,1.0,1.0,0.0,49.0,-37.7461,144.9079
ID654376445,30 Moorhouse St,4,h,2990000.0,20/05/2017,2.0,2.0,742.0,22.0,-37.8284,145.0673
ID371596448,25 Moodemere St,3,h,802000.0,27/05/2017,1.0,1.0,818.0,39.0,-37.97712,145.17516
ID848330253,176 Were St,5,h,1562500.0,10/09/2016,2.0,2.0,655.0,94.0,-37.9264,145.0044
ID895506971,13 Patterson St,2,h,790000.0,26/07/2016,1.0,1.0,266.0,94.0,-37.7423,145.0105
ID724519305,14 Beths St,4,h,2700000.0,17/06/2017,4.0,2.0,673.0,84.0,-37.91888,145.04775
ID244815435,2 Fairbank Pl,5,h,355000.0,3/06/2017,2.0,2.0,666.0,43.0,-37.67523,144.55833
ID597143584,70 Wetherby Rd,3,h,1410000.0,19/08/2017,1.0,2.0,723.0,24.0,-37.79309,145.14287
ID848143345,1/52 Leila Rd,3,u,1275000.0,3/06/2017,2.0,2.0,750.0,35.0,-37.90092,145.04924
ID788941919,1/68 Bridge St,1,u,312000.0,14/05/2016,1.0,1.0,0.0,59.0,-37.7783,144.9954
ID746274748,86 Dendy St,5,h,3105000.0,28/08/2016,2.0,2.0,1045.0,89.0,-37.9205,145.0012
ID958096154,15 Prior Rd,3,h,1335000.0,27/11/2016,2.0,2.0,606.0,54.0,-37.8831,145.0879
ID287671169,24 Sylvia St,3,h,1291000.0,8/07/2017,2.0,2.0,548.0,49.0,-37.84453,145.14446
ID927596527,13 McKay St,3,h,1150000.0,8/10/2016,1.0,0.0,176.0,119.0,-37.8116,145.0042
ID559394283,380 Ross St,3,t,1388000.0,17/06/2017,2.0,2.0,104.0,4.0,-37.83165,144.94411000000005
ID609087223,8/3 Miller St,2,t,750000.0,18/03/2017,2.0,2.0,0.0,17.0,-37.7761,144.9792
ID487272415,4/73 Flinders St,2,u,470000.0,3/12/2016,1.0,1.0,0.0,49.0,-37.7561,145.0067
ID725780040,3 Curtin Ct,4,h,931000.0,28/08/2016,2.0,3.0,532.0,49.0,-37.8637,144.8365
ID283886613,8/15 Herbert St,2,u,640000.0,3/12/2016,1.0,1.0,1055.0,49.0,-37.8715,144.9827
ID464856643,40 Tarneit Rd,3,h,597000.0,29/07/2017,1.0,1.0,672.0,6.0,-37.89402000000001,144.66276000000005
ID300637971,4/1 Howe St,2,t,745500.0,30/07/2016,1.0,1.0,186.0,39.0,-37.8947,145.0722
ID272170684,5 Charlton St,3,h,1800000.0,15/07/2017,2.0,2.0,747.0,34.0,-37.88256,145.12518
ID717712948,19 Gordon Gr,3,h,2000000.0,13/05/2017,1.0,2.0,360.0,9.0,-37.8636,145.0301
ID767590622,8 Cabernet Cr,5,h,940000.0,26/08/2017,3.0,2.0,593.0,94.0,-37.68878,145.05795
ID883204180,53 Mangalore St,4,h,1740000.0,22/05/2016,3.0,2.0,650.0,94.0,-37.7796,144.935
ID727941336,9 Dorset St,4,t,1170000.0,9/09/2017,3.0,2.0,725.0,83.0,-37.89868,145.14635
ID603423353,75 Canterbury Rd,3,h,1112000.0,17/06/2017,1.0,3.0,632.0,49.0,-37.831070000000004,145.14343
ID189162810,49 Northumberland Rd,3,h,710000.0,22/08/2016,1.0,1.0,610.0,79.0,-37.7719,144.8414
ID824685538,1a Werona St,2,t,670000.0,26/07/2016,2.0,1.0,123.0,12.0,-37.9307,145.0379
ID258417681,33/305 Canterbury Rd,2,h,680000.0,27/05/2017,1.0,1.0,189.0,18.0,-37.83283,145.17533
ID684203380,12 Tanglewood St,3,h,530000.0,1/07/2017,1.0,1.0,532.0,44.0,-37.731,144.77387
ID706196429,2/28 Walsh St,3,t,1715000.0,28/08/2016,2.0,2.0,0.0,49.0,-37.8374,144.9852
ID928110411,4/40 Durham Rd,3,u,780000.0,17/06/2017,1.0,1.0,149.0,59.0,-37.82971,145.09007
ID340876681,12 John St,4,h,1306000.0,30/07/2016,2.0,1.0,651.0,14.0,-37.919000000000004,145.0558
ID224979768,10 Barilla Rd,3,t,935000.0,15/07/2017,2.0,2.0,280.0,34.0,-37.941109999999995,145.0431
ID576160610,278 Nicholson St,2,h,701000.0,30/07/2016,1.0,0.0,164.0,109.0,-37.8078,144.8979
ID351420178,140 Essex St,2,h,912500.0,3/12/2016,1.0,1.0,444.0,79.0,-37.7933,144.876
ID480253155,302/366 Church St,2,u,712000.0,26/07/2016,1.0,1.0,0.0,7.0,-37.823,144.9982
ID441507701,4/6 Turner St,2,u,600000.0,24/09/2016,1.0,1.0,166.0,54.0,-37.7624,144.9365
ID664193849,344 Hampton St,4,h,1875000.0,11/02/2017,2.0,3.0,685.0,69.0,-37.9412,145.0021
ID231107397,3 Hodgkinson St,3,h,1360000.0,27/06/2016,1.0,0.0,118.0,139.0,-37.7921,144.9858
ID422943173,33 Newstead St,3,h,1320000.0,10/09/2016,2.0,2.0,645.0,119.0,-37.7662,144.8971
ID200382431,76 Wingate St,3,h,1205000.0,29/04/2017,3.0,2.0,604.0,59.0,-37.9362,145.0663
ID123242864,32 Kumala Rd,5,h,930000.0,3/06/2017,2.0,2.0,992.0,49.0,-37.84613,145.25606000000005
ID438759403,112 Crofton Dr,4,h,1330000.0,12/11/2016,3.0,2.0,217.0,16.0,-37.8634,144.8796
ID323578566,2/15 Percival St,3,u,715000.0,8/04/2017,1.0,1.0,210.0,23.0,-37.7317,145.0083
ID202987444,126 The Parade,2,h,1010000.0,19/11/2016,1.0,1.0,325.0,49.0,-37.7722,144.9117
ID423389630,76 Pridham St,2,h,1182500.0,7/05/2016,1.0,0.0,141.0,119.0,-37.852,145.0061
ID112525602,67 Glendale Rd,6,h,917000.0,12/08/2017,2.0,2.0,869.0,59.0,-37.93594,145.14674
ID434579918,102 Willis St,3,h,1450000.0,16/09/2017,1.0,1.0,464.0,71.0,-37.937529999999995,145.0102
ID613082626,872 Centre Rd,3,h,1185000.0,3/06/2017,2.0,2.0,644.0,7.0,-37.923320000000004,145.07483
ID799457944,355 Napier St,4,h,1300000.0,12/11/2016,3.0,2.0,0.0,49.0,-37.7337,144.9184
ID820954068,15 Albion St,4,h,900000.0,4/03/2017,2.0,1.0,288.0,39.0,-37.7562,144.9286
ID681950068,29 Southernhay St,3,h,1010000.0,6/05/2017,1.0,2.0,649.0,8.0,-37.7258,145.0113
ID352403469,3 Artemis Ct,4,h,1280000.0,19/08/2017,2.0,2.0,887.0,49.0,-37.77493,145.12547
ID347630439,2/26 Mercer Rd,2,u,820000.0,3/09/2017,1.0,1.0,1501.0,119.0,-37.8528,145.02684
ID969285878,71 Bignell Rd,4,h,1200000.0,7/05/2016,2.0,2.0,619.0,59.0,-37.9358,145.0688
